channel_name	ids	id_c	max_scanned_at	criteria_by_avg
eldeli21	2285496308383108	1	2021-05-20 00:00:00	250
FreeFireConfessionss	100785861775182	1	2021-02-13 00:00:00	250
SGODX	105703731020655	1	2020-09-14 00:00:00	250
Clarktastrophic	110686984134506	1	2021-06-04 00:00:00	250
haniyasir0	109711470518831	1	2021-06-08 00:00:00	250
tecnogamerec	749702021757673	1	2020-08-07 00:00:00	250
ABN.BadiGhaithGames	407230049424427	1	2021-08-14 00:00:00	250
toplives1	307499986729545	1	2020-10-20 00:00:00	250
LPUBLIMAOfficial	175210452844556	1	2021-04-26 00:00:00	250
GrammyNoob	101596011547379	1	2021-06-05 00:00:00	250
RamxRod	101456688274664	1	2020-12-20 00:00:00	250
SkSanJose2019	370100086892814	1	2021-08-29 00:00:00	250
BoyHardl	102481601707521	1	2021-06-04 00:00:00	250
TexasBeast71	111016904004305	1	2020-09-18 00:00:00	250
SpielgemeinschaftKM	444453633044704	1	2021-06-13 00:00:00	250
d2yd2yd2y	107869861541174	1	2021-07-29 00:00:00	250
SkrapzOnMe	109862907395787	1	2021-01-12 00:00:00	250
CaleesCorner	100063650293262	1	2021-07-30 00:00:00	250
Zalo3yGaming	113961470454999	1	2021-06-29 00:00:00	250
8a2405	113646083842597	1	2021-03-05 00:00:00	250
VathanakGamming	107990644500842	1	2020-12-06 00:00:00	250
popeestick	103624888689906	1	2021-08-24 00:00:00	250
LeonNfb	626877047725593	1	2021-02-11 00:00:00	250
iRootYouG	100313261817682	1	2021-01-26 00:00:00	250
skyegaming03	101538064813647	1	2020-10-25 00:00:00	250
barbieflow123	1430306290430281	1	2020-12-28 00:00:00	250
hungbza	111924883832318	1	2020-10-17 00:00:00	250
tupgear	2332868780294392	1	2021-06-26 00:00:00	250
bankngaiTS	106829447752799	1	2021-03-21 00:00:00	250
errejgameplay	325712881189271	1	2021-04-24 00:00:00	250
Stiventc.directos	101409932023325	1	2021-03-15 00:00:00	250
Hoangnghia97.net	100008892991208	1	2020-12-11 00:00:00	250
ShadowChanel	106923707360376	1	2021-04-23 00:00:00	250
gkgkgood	1061456160587373	1	2021-01-07 00:00:00	250
tosnaGaming	108792390575699	1	2020-08-21 00:00:00	250
bogsagamingtv	111376630628913	1	2020-08-28 00:00:00	250
PapaKars	100193291793963	1	2021-09-01 00:00:00	250
sawghiraqi	107095017496034	1	2020-11-07 00:00:00	250
diichaan	282398005637187	1	2021-08-01 00:00:00	250
Ronalatief	101917621285388	1	2020-12-14 00:00:00	250
B2KShorts	107405121536891	1	2021-05-19 00:00:00	250
fluffytumtum	247963561891165	1	2020-09-11 00:00:00	250
dummy.caster	101753268319246	1	2020-11-06 00:00:00	250
CIKMGaming	104449561054117	1	2021-03-29 00:00:00	250
BoYHarDGameS	113756240390978	1	2021-03-22 00:00:00	250
Samuraishy	2085788891641250	1	2020-11-12 00:00:00	250
sonilovesyoutoo	111744362307885	1	2021-07-31 00:00:00	250
NatsurPlay	104058811454668	1	2021-01-01 00:00:00	250
aswaniishel	106900978316815	1	2021-07-25 00:00:00	250
Solitary548	139628136533480	1	2020-09-07 00:00:00	250
mongamingg	114729953561877	1	2021-04-06 00:00:00	250
imSeav	112758363600397	1	2021-03-31 00:00:00	250
PUPSTBcsc	1753953451545489	1	2021-01-29 00:00:00	250
stevezdad	551793058277686	1	2020-09-03 00:00:00	250
Đoàn-Cầm-Gamming-104440491872815	104440491872815	1	2021-07-07 00:00:00	250
splashergaming	113431953894550	1	2020-11-04 00:00:00	250
Cao-Chung-Gamming-103951658588579	103951658588579	1	2021-07-23 00:00:00	250
Toxiic14	105430134617416	1	2020-11-09 00:00:00	250
OfficialJMDTV	101842161731020	1	2020-12-22 00:00:00	250
بيكاتشو-Euro-Truck-Simulator-2-103866105186803	103866105186803	1	2021-05-21 00:00:00	250
alfiangaming04	100999181952775	1	2021-04-05 00:00:00	250
HampaslupaGamingPH	105848837748150	1	2021-04-03 00:00:00	250
JotaGamingFF100	103353078485930	1	2021-07-25 00:00:00	250
TurboWoii	115864366915488	1	2021-08-25 00:00:00	250
TheCollapze	101692221275522	1	2021-03-02 00:00:00	250
GameStopItalia	112324253131	1	2021-07-12 00:00:00	250
GoDaryanYT0	107076481493905	1	2021-06-21 00:00:00	250
am2gaming	101455165185121	1	2021-03-08 00:00:00	250
kinhcangaming	110576750529863	1	2020-12-27 00:00:00	250
TQT.2203	100009077935328	1	2021-07-16 00:00:00	250
simhubgaming	112231540537939	1	2021-02-27 00:00:00	250
VGamerGG	106976328345965	1	2021-07-26 00:00:00	250
dyszwerlaxie	100265645575991	1	2021-08-05 00:00:00	250
Liên-Quân-cùng-Phương-Hân-102801794903569	102801794903569	1	2021-06-11 00:00:00	250
MrPenguin93	101089161590980	1	2021-03-12 00:00:00	250
TipicoEnLaUNI	1729718700624075	1	2021-06-03 00:00:00	250
JaviGameplays.pe	101570554697852	1	2021-08-28 00:00:00	250
DIABLOXNINE9	100063835591808	1	2020-12-28 00:00:00	250
TST.SQUAD.GAMING	124153525649948	1	2020-08-27 00:00:00	250
AnneSupersTars	100101018663985	1	2021-05-07 00:00:00	250
Nguyễn-Huệ-Gamming-108113248207003	108113248207003	1	2021-08-11 00:00:00	250
JOD-Gaming-103204027923293	103204027923293	1	2021-08-04 00:00:00	250
ThienAnLivee	109033340916077	1	2021-07-16 00:00:00	250
joefanpagefc	1433266636820833	1	2021-05-10 00:00:00	250
malditagaming1998	105004678246568	1	2021-05-25 00:00:00	250
VoPhuocLongg	100048685220251	1	2021-03-12 00:00:00	250
RogerGod1	196781754168147	1	2020-10-10 00:00:00	250
King.Arm.096	106811420875975	1	2021-02-22 00:00:00	250
beatriztsuuki	100059704084229	1	2021-02-05 00:00:00	250
Urnukh-gaming-106723361457818	106723361457818	1	2021-06-07 00:00:00	250
ligailocanos	109171740783178	1	2020-10-06 00:00:00	250
OmarGamerFB	108954253997333	1	2021-09-05 00:00:00	250
Thelostplayer	100063929281762	1	2021-05-31 00:00:00	250
AgonyKingcr	105704078143716	1	2021-05-09 00:00:00	250
koktelalarab	109647620712061	1	2020-09-30 00:00:00	250
congclothingpangasinan.launion	318615475501698	1	2021-09-04 00:00:00	250
Giao-Nhiên-Gamming-104259661891109	104259661891109	1	2021-06-28 00:00:00	250
ArkeeeGaming	115552690175080	1	2021-05-24 00:00:00	250
FrayGaming.BD	111821503681189	1	2020-09-19 00:00:00	250
TeamIRG.Official	101214581456757	1	2021-01-30 00:00:00	250
xweebmaster	107221717340470	1	2021-03-10 00:00:00	250
LaulosGames	108107224364105	1	2020-12-27 00:00:00	250
812Mafia	102835928436012	1	2021-03-19 00:00:00	250
TFGBELLA	113060970124989	1	2020-09-08 00:00:00	250
LalishaChen	103828777946177	1	2021-02-21 00:00:00	250
yukigaming118585	107469350958699	1	2021-01-24 00:00:00	250
kidperfume	385810348471870	1	2021-07-15 00:00:00	250
CaraotaVoladora	111558240624645	1	2021-08-09 00:00:00	250
alaalucas21	109317777291236	1	2021-05-09 00:00:00	250
aliiish9	423792265034272	1	2020-09-18 00:00:00	250
viperxlive	678618755651656	1	2021-07-12 00:00:00	250
ynigz.quincy	108706287427272	1	2020-11-05 00:00:00	250
Manzanokh	110827690711979	1	2021-05-14 00:00:00	250
sweatjuqq	108343257699396	1	2021-05-12 00:00:00	250
nobrutvfaclube	103844464787163	1	2020-09-13 00:00:00	250
pearwagamer	348623812580389	1	2021-07-12 00:00:00	250
SonSungSotOfficial	203449707157153	1	2021-05-08 00:00:00	250
lobitowt	106438894534026	1	2021-01-14 00:00:00	250
CityGamersNL	106291097819541	1	2021-05-10 00:00:00	250
BeNgoan199	113696773511064	1	2021-01-10 00:00:00	250
dea.ar.9887	100040782432814	1	2021-08-02 00:00:00	250
WilliamCheto	101387165101047	1	2021-01-31 00:00:00	250
Gamer.Movies	206523219810564	1	2020-09-05 00:00:00	250
Saeta.Esports.Offcial	109596327328458	1	2021-05-06 00:00:00	250
Doãn-Hảo-Gamming-111083314573294	111083314573294	1	2021-07-26 00:00:00	250
Những-con-người-cục-súc-105346631458731	105346631458731	1	2021-06-17 00:00:00	250
LosShinys	2287978471472409	1	2021-02-14 00:00:00	250
KaravanOfficial	"100050244080256, 1714127208687205"	2	2020-12-20 00:00:00	250
SherlyGameplay	100219561401806	1	2020-10-07 00:00:00	250
wilchesrog	102379801344488	1	2020-08-02 00:00:00	250
tecnicasdental	111377993748394	1	2021-02-08 00:00:00	250
gizmus87	109127687485009	1	2021-04-11 00:00:00	250
KfDota	113047727126759	1	2021-08-16 00:00:00	250
4teen-shop-358901027549888	358901027549888	1	2021-08-12 00:00:00	250
zaviangaming99	100319062290536	1	2021-06-10 00:00:00	250
Giao-Khuyên-Gamming-111822517831791	111822517831791	1	2021-08-04 00:00:00	250
FCPGaming24	162226377134732	1	2021-05-03 00:00:00	250
SoloMissael	1231937206968298	1	2021-01-20 00:00:00	250
banziu	100161158501616	1	2021-08-05 00:00:00	250
lacostgamer	101829345210678	1	2021-04-26 00:00:00	250
SmileTKT	102359268082267	1	2021-07-27 00:00:00	250
Lion-Gaming-108828091292890	108828091292890	1	2021-06-13 00:00:00	250
OnePieceVN17	111475860494830	1	2021-09-04 00:00:00	250
Eling-Official-101105334998533	100063585406316	1	2021-07-22 00:00:00	250
SUPERPOWERLY	100576678020384	1	2020-08-13 00:00:00	250
CaptainOsquir	109623650459267	1	2021-07-22 00:00:00	250
SayumiOficial	101787207909036	1	2020-08-02 00:00:00	250
minhgaucsgo	103483331246028	1	2021-05-18 00:00:00	250
cancergaming777	113375377087218	1	2020-09-08 00:00:00	250
FulkyZhia-113037027137791	113037027137791	1	2021-06-16 00:00:00	250
illusionist1001	105711320885744	1	2021-01-29 00:00:00	250
HaenanaGaming	105095768570633	1	2021-08-28 00:00:00	250
razgami	100050153034158	1	2021-08-30 00:00:00	250
Gyan-Gaming-Live-100843245600682	100843245600682	1	2021-06-30 00:00:00	250
Indahnya-Islam-111862757160682	111862757160682	1	2021-05-21 00:00:00	250
pkdhaker9610	100173898545024	1	2021-04-02 00:00:00	250
4AMXCHANGTV	101746308545517	1	2021-09-04 00:00:00	250
GSTS-Trương-Việt-Bình-ComBo-HACO-Chính-Hãng-100-106273971057625	106273971057625	1	2021-07-07 00:00:00	250
JamesOneGLS	106732938140338	1	2021-07-26 00:00:00	250
Allgame71	100696631746438	1	2020-08-21 00:00:00	250
shadowgames545	100989775138310	1	2021-04-24 00:00:00	250
Dasuo.TT7	109942123776110	1	2020-08-12 00:00:00	250
crissGames30	107831920895645	1	2021-05-25 00:00:00	250
eiei1678	107059687475677	1	2020-12-13 00:00:00	250
YSooEze	101864415361704	1	2021-06-18 00:00:00	250
Hercules.69g	107423284768420	1	2021-07-16 00:00:00	250
connyereich4	1625850597667681	1	2021-06-19 00:00:00	250
gevaragaming	798776977163294	1	2021-06-04 00:00:00	250
FaceFilms2	104182618046141	1	2021-04-02 00:00:00	250
tokongsakanto	102408158797389	1	2021-07-24 00:00:00	250
DNYCas	102564154448768	1	2021-02-19 00:00:00	250
denblanco08	102239184813842	1	2020-12-11 00:00:00	250
michangelplays	113312393857626	1	2021-04-19 00:00:00	250
freefirelive008	106828814548410	1	2020-12-22 00:00:00	250
tuankeorank	103684498180051	1	2020-11-30 00:00:00	250
Tarboun-Lovers-105350191755358	105350191755358	1	2021-06-21 00:00:00	250
symoff1	109593540506393	1	2020-09-21 00:00:00	250
CopypasteEsports.01	106187634475489	1	2020-09-12 00:00:00	250
JackShuklaGaitonde	355654375062541	1	2021-02-08 00:00:00	250
Tống-Nhiên-Gamming-100157995684261	100157995684261	1	2021-07-31 00:00:00	250
DennisAdishwara	494736120735026	1	2021-01-16 00:00:00	250
SHANKATUU	101731768239451	1	2021-08-21 00:00:00	250
vanefrancod	1744006982580436	1	2021-07-14 00:00:00	250
Wisely-FF-103606625300869	103606625300869	1	2021-07-05 00:00:00	250
lequynh24061996	106524377793836	1	2021-08-05 00:00:00	250
Miaeva-100701665630026	100701665630026	1	2021-09-01 00:00:00	250
Killthehypelimited	112436100502246	1	2020-08-09 00:00:00	250
TILIN-PE-109653837471948	109653837471948	1	2021-07-04 00:00:00	250
CherryVishuUwU	112689617230607	1	2021-07-06 00:00:00	250
IAMRISSTV	1808836665877899	1	2020-09-06 00:00:00	250
RXRoleex	104895227881085	1	2020-11-09 00:00:00	250
cvngamingvip	100234238600620	1	2021-01-23 00:00:00	250
pubgmobileportugal	1882082888519035	1	2021-05-25 00:00:00	250
POOKGOD	101629138031644	1	2021-05-04 00:00:00	250
alexander8bp19	103494068442241	1	2021-07-02 00:00:00	250
Love-Group-942394209279073	942394209279073	1	2021-09-05 00:00:00	250
antivirusesports	105486651378137	1	2021-03-14 00:00:00	250
RiriplaysPH	100746848782858	1	2021-09-05 00:00:00	250
YC00963	114233843672466	1	2021-07-19 00:00:00	250
loaildauji	100901708184426	1	2021-02-03 00:00:00	250
KopraLJono8	108437004893852	1	2021-09-03 00:00:00	250
tines.arcadia	103535931436562	1	2021-04-15 00:00:00	250
Bùi-An-Gamming-103817975268963	103817975268963	1	2021-07-07 00:00:00	250
MARIA-103641641975839	103641641975839	1	2021-06-25 00:00:00	250
pcmr.game	107841290755767	1	2021-01-14 00:00:00	250
RepizoGilberto	105905324812286	1	2021-06-25 00:00:00	250
imappleton	2042482592517393	1	2021-09-05 00:00:00	250
anhgiamu.1980	104118348095427	1	2021-06-07 00:00:00	250
Raybaynpogi	303782043821881	1	2021-08-29 00:00:00	250
GhostViperGaming	105142717905035	1	2021-07-14 00:00:00	250
USLSLasallianAmbassadors	202935693925329	1	2021-03-25 00:00:00	250
phanthijhuye	100799258571867	1	2021-08-28 00:00:00	250
TimelineRetroGames	105915761142209	1	2021-03-25 00:00:00	250
ujinaaaa	768632253289052	1	2021-07-26 00:00:00	250
ZamuYT	560120517494834	1	2020-09-07 00:00:00	250
bob420ingame	102305981637750	1	2021-01-31 00:00:00	250
MUTAZ8	100745641588411	1	2020-12-30 00:00:00	250
phongblackblack	"100063683973496, 100785368304507"	2	2021-01-24 00:00:00	250
strmesportsph	105300894859571	1	2021-05-02 00:00:00	250
KancerGaming	1175639692610130	1	2021-05-10 00:00:00	250
FreedomClubOfficial	325737501147	1	2021-01-04 00:00:00	250
putri.nurhalimah.3152130	100053978373766	1	2021-08-22 00:00:00	250
KTOIID	978191355712466	1	2021-09-02 00:00:00	250
mhixxgale	104470284475490	1	2021-04-14 00:00:00	250
Tyrrell555	107239284411309	1	2020-09-03 00:00:00	250
luchazogaming	357851687635912	1	2020-11-02 00:00:00	250
YouKnowStampz	104921421062475	1	2021-02-24 00:00:00	250
TheWatson77	110119563997871	1	2020-10-13 00:00:00	250
restreamesport	100334902158403	1	2021-08-06 00:00:00	250
Morez2	100790121639127	1	2020-10-25 00:00:00	250
JeterMO	106447414084507	1	2020-10-31 00:00:00	250
BangezGaming	105011364573510	1	2021-07-28 00:00:00	250
Zooz-gaming--105499998320958	105499998320958	1	2021-05-19 00:00:00	250
itsOnlyFranz	100642381807746	1	2021-06-20 00:00:00	250
suprem3king	100997842179335	1	2021-07-23 00:00:00	250
QUEENPAITV	105267940898766	1	2021-03-02 00:00:00	250
blackmoon2021	108351467448403	1	2021-03-09 00:00:00	250
ButcherEgo	114725243642351	1	2021-03-02 00:00:00	250
altiwtop	2501738123177942	1	2021-03-20 00:00:00	250
VoidxBeegaming	105477390804299	1	2021-04-24 00:00:00	250
PubgMobileLiveStreamYT	101136955199868	1	2021-02-07 00:00:00	250
xtreme.rabby.yt	100333108892986	1	2021-08-25 00:00:00	250
Silversskullgaming	110776627497888	1	2021-06-18 00:00:00	250
Lâm-Sung-01-346474815747192	346474815747192	1	2021-08-01 00:00:00	250
fzscrim	215592505753010	1	2021-03-23 00:00:00	250
snowden021	109978327494734	1	2021-04-02 00:00:00	250
FreeFireFansLatinoamerica	107402724346686	1	2020-08-12 00:00:00	250
TaclobanEsports	109407674180930	1	2020-10-31 00:00:00	250
gamingwithnaim	116237019786326	1	2021-06-10 00:00:00	250
pokidpowbangladesh	108981068056700	1	2021-07-28 00:00:00	250
TotoyMolarGaming	100604501767880	1	2021-08-31 00:00:00	250
RedGilasGaming	115582103512344	1	2021-08-07 00:00:00	250
MaLty.LY	362075030603991	1	2020-12-06 00:00:00	250
CallmelungEka	112597710411983	1	2021-04-16 00:00:00	250
mancosgamers.pe	105587708068672	1	2021-04-04 00:00:00	250
Vilyanna.ksm	114343850487198	1	2021-05-26 00:00:00	250
vquang4444	100009214643890	1	2021-06-27 00:00:00	250
takurgamingofficial	107561440930775	1	2021-07-07 00:00:00	250
worldcookrecipes	118059383445583	1	2021-05-12 00:00:00	250
Frejolito-Gamer-109466778027348	109466778027348	1	2021-06-17 00:00:00	250
R4ndomGamer	112869530460336	1	2021-08-25 00:00:00	250
gamingworldheroes	105984854671600	1	2021-03-24 00:00:00	250
RanaGamerz.G	106813230800471	1	2020-10-27 00:00:00	250
F1FARTH	110820163882704	1	2020-09-20 00:00:00	250
Thị-Thơmm-108050640917333	108050640917333	1	2021-07-10 00:00:00	250
Nashmi.112	355406351754419	1	2020-10-24 00:00:00	250
OFO1988	119071326678240	1	2021-03-02 00:00:00	250
arg.newb	377537379505400	1	2021-03-16 00:00:00	250
MoriskyplaysTV	1041909215851555	1	2021-09-04 00:00:00	250
armgaming07	100982165250088	1	2021-01-24 00:00:00	250
DemoLOL	102632848192084	1	2021-06-27 00:00:00	250
mdjingame	143059979866044	1	2021-05-12 00:00:00	250
smoothTVgaming	118280123135009	1	2021-02-14 00:00:00	250
PINKGUTS21	104509728066720	1	2021-03-17 00:00:00	250
MarshmallowGaming	100830374866012	1	2021-04-17 00:00:00	250
Netro981996	108984074018523	1	2021-03-28 00:00:00	250
JelaDiva	1120569978006687	1	2021-01-11 00:00:00	250
Enppi.supporters	124909274838840	1	2021-03-14 00:00:00	250
luxurymlbb	2276060609337178	1	2020-08-14 00:00:00	250
Stenlieajoo	430646824160647	1	2021-08-14 00:00:00	250
LHAAJ.LZ3RH	1596695683881083	1	2021-05-23 00:00:00	250
strikingdiva	567716403618602	1	2021-07-18 00:00:00	250
zawzawgaming	102634681255342	1	2021-02-28 00:00:00	250
Bảo-đao-103070311548641	103070311548641	1	2021-07-22 00:00:00	250
dichvulqdangpino	1448734611897848	1	2021-07-23 00:00:00	250
MakeItFunMakeItDone	491353480945561	1	2021-01-31 00:00:00	250
The-Best-Gaming-103650928549309	103650928549309	1	2021-07-22 00:00:00	250
ettennintv	399748694131911	1	2020-11-26 00:00:00	250
legendgamig920	109604591218909	1	2021-06-04 00:00:00	250
Black-Night-102457471483913	102457471483913	1	2021-05-17 00:00:00	250
ZZeroAcademy	101829891335085	1	2020-09-16 00:00:00	250
cptcinnamon	100358904983922	1	2021-08-21 00:00:00	250
yg.farmthailand	103589755362447	1	2021-08-26 00:00:00	250
flick1b	1504949883131899	1	2021-04-25 00:00:00	250
LovatoCrazyy	104056521707003	1	2021-07-18 00:00:00	250
JEugeoOF	500325890708419	1	2021-05-16 00:00:00	250
Favar.Gaming	109719070711295	1	2021-01-01 00:00:00	250
GoldBex3	1705824602806830	1	2021-08-30 00:00:00	250
100348591886490	665846727360204	1	2020-11-07 00:00:00	250
culuafreefire	105613531396002	1	2020-12-26 00:00:00	250
Brayanrodriguezzz	101945844500609	1	2020-09-07 00:00:00	250
papostream	122071289693500	1	2021-02-12 00:00:00	250
fansdehalo	330630430356537	1	2020-08-26 00:00:00	250
Gerusonic	324048587610842	1	2020-11-27 00:00:00	250
cikguaben	100047009891244	1	2021-08-18 00:00:00	250
aresopgaming	109057290547055	1	2021-08-02 00:00:00	250
XTRYukiko	113236260459600	1	2020-12-20 00:00:00	250
cafita96	953153618076952	1	2021-06-17 00:00:00	250
akcakocagaming	1810047629276443	1	2021-05-08 00:00:00	250
CrozitoTV	2131156363663932	1	2020-12-25 00:00:00	250
Pta11021102	286602491	1	2021-06-13 00:00:00	250
Stainigcone329	304480273614862	1	2020-11-19 00:00:00	250
DonCamiloFB	100112165244896	1	2021-07-29 00:00:00	250
blv.bethostreamer	426663484780775	1	2021-06-05 00:00:00	250
tindogames	193213811169510	1	2021-06-10 00:00:00	250
PurpleOTV2.0	104509754367973	1	2020-08-13 00:00:00	250
Dylengamingz	108889780721335	1	2021-07-02 00:00:00	250
evancegaming	100057800721443	1	2021-08-15 00:00:00	250
kcl903	457927101423903	1	2020-11-01 00:00:00	250
zolamrider	102113641279058	1	2021-08-19 00:00:00	250
RicheGaming72621	155986541240181	1	2021-08-08 00:00:00	250
ArjeeStreams	104296117895118	1	2020-11-04 00:00:00	250
KensonUyyy	108687907723192	1	2020-12-07 00:00:00	250
iamjeewu	275013019186149	1	2021-06-06 00:00:00	250
kozak.fb	127096455828455	1	2021-04-29 00:00:00	250
108761421050794	100063726399329	1	2021-01-29 00:00:00	250
Gyan-Gaming-112007564485259	112007564485259	1	2021-07-28 00:00:00	250
OFCbanggur	140231309379635	1	2021-08-20 00:00:00	250
BKBADesport	105545630942737	1	2020-10-14 00:00:00	250
MotoTVofficial	1938707503097704	1	2021-05-29 00:00:00	250
Gamer-Rajni-131249762459747	131249762459747	1	2021-08-06 00:00:00	250
LHN.nabulsi	104489858412617	1	2021-05-08 00:00:00	250
smilegamingonly	115892493602404	1	2021-04-15 00:00:00	250
dogidayi	100800828703906	1	2021-06-07 00:00:00	250
Masacre18-102940701440443	102940701440443	1	2021-07-29 00:00:00	250
goodgameco	101534954976524	1	2021-02-18 00:00:00	250
PowerfulPayment	585437704886796	1	2021-02-23 00:00:00	250
hgmfatcat	223151537871399	1	2020-08-27 00:00:00	250
brennolives	107632340779610	1	2020-10-22 00:00:00	250
Streamer.Kirut	101584195001579	1	2020-09-13 00:00:00	250
LKCase-Shop-108650987261379	108650987261379	1	2021-06-18 00:00:00	250
aidilmusicgaming	101128428384879	1	2021-05-18 00:00:00	250
lazarusgamingofc	107888774261491	1	2021-06-22 00:00:00	250
volamvietpk.net	885936188405906	1	2021-07-22 00:00:00	250
juankarockfff	100195811908069	1	2021-08-24 00:00:00	250
Mark0691-107783477601119	100060693469020	1	2021-07-17 00:00:00	250
We04Gaming	104977124968683	1	2021-05-27 00:00:00	250
Psychclip	102044031727535	1	2021-05-27 00:00:00	250
Ellushon-105489145107819	105489145107819	1	2021-07-20 00:00:00	250
TeamRazer	208056762558521	1	2021-08-28 00:00:00	250
GoreFB	113596550460808	1	2021-03-02 00:00:00	250
Hạ-Khôi-Gamming-107761661531829	107761661531829	1	2021-06-27 00:00:00	250
PuBgPaRi.Official	100856422089331	1	2021-08-26 00:00:00	250
artikay704	101299345018837	1	2021-08-24 00:00:00	250
Trem-Bala-FF-100877915350508	100877915350508	1	2021-07-14 00:00:00	250
Ờ-Gaming-723269281751200	723269281751200	1	2021-08-10 00:00:00	250
KingPubg13	457313998364319	1	2020-11-20 00:00:00	250
HArvzInfinityWorld	104151215271556	1	2021-09-01 00:00:00	250
Panquidios	2831311863575614	1	2021-02-13 00:00:00	250
ELDIEGUINGG	110114927382588	1	2021-03-28 00:00:00	250
MerlinGamingz	1101609513311167	1	2020-10-06 00:00:00	250
100072243643821	106465811767976	1	2021-09-04 00:00:00	250
codfreakFB	100057523934753	1	2021-07-12 00:00:00	250
sihassan.gaming	103647625219221	1	2021-08-22 00:00:00	250
UvhenG	100001902149118	1	2020-11-25 00:00:00	250
Lâm-Sung-15-2266384860083022	2266384860083022	1	2021-07-30 00:00:00	250
EFAColombiaa	422068114902780	1	2020-09-30 00:00:00	250
tazabazaaz	107997580854481	1	2020-10-13 00:00:00	250
Atmospheriic	1720725388147360	1	2021-05-20 00:00:00	250
Crazymomgaming	108476254238458	1	2021-08-25 00:00:00	250
SonGotenz21	747195548993643	1	2021-07-14 00:00:00	250
djsniper2k	179578875424408	1	2021-08-29 00:00:00	250
chickenljr	2152998768111470	1	2021-08-12 00:00:00	250
Tommy.GamingX	109862710559299	1	2021-01-12 00:00:00	250
7askool	1443543975883143	1	2021-01-01 00:00:00	250
dlaazizi96	364554454417869	1	2021-08-22 00:00:00	250
Ichisoloo	104421548318201	1	2021-04-08 00:00:00	250
Tuwenkkgaming	2321105281464286	1	2020-09-04 00:00:00	250
Khaise07	104532187692974	1	2020-09-18 00:00:00	250
Game1nc-110995387849733	110995387849733	1	2021-05-25 00:00:00	250
PhucRuoiTV	352153062326029	1	2021-06-14 00:00:00	250
baozhaiff	101007748716858	1	2021-08-20 00:00:00	250
Miyu84	104412394622458	1	2021-08-14 00:00:00	250
Chu-Hoài-Gamming-109827154656761	109827154656761	1	2021-07-11 00:00:00	250
theludog	107701884377156	1	2021-03-22 00:00:00	250
TeamLideres.Mudial	100169845077265	1	2020-10-11 00:00:00	250
Naaku-100344852109104	100344852109104	1	2021-05-31 00:00:00	250
AnnoulaRolePlay	103360924831464	1	2020-12-09 00:00:00	250
perfectgam	101186678265912	1	2020-09-25 00:00:00	250
TomFel30	583053495418455	1	2020-10-05 00:00:00	250
QueTran.VGaming	100107271432319	1	2021-01-26 00:00:00	250
Zaiking.1M	101678814643451	1	2021-01-23 00:00:00	250
ankleBU	105611924724169	1	2021-03-25 00:00:00	250
ScoobyDroo	100798531668748	1	2020-09-12 00:00:00	250
NFGamingTV	103223231072922	1	2021-03-14 00:00:00	250
parchis1m	103068011433029	1	2020-08-03 00:00:00	250
bexoaitiktok	110189357249651	1	2021-08-12 00:00:00	250
lakonostraPUBGM	100989615343089	1	2021-03-03 00:00:00	250
Ladusingcom-103793045278571	103793045278571	1	2021-06-14 00:00:00	250
100163138569777	100048586671424	1	2020-12-21 00:00:00	250
GeloyPlayZ	110844733977354	1	2021-06-03 00:00:00	250
Gaming-With-Sourav-108021961560138	108021961560138	1	2021-07-15 00:00:00	250
cosasdeskrilleros	279919559097075	1	2021-02-23 00:00:00	250
pederasyongquezon	117345303865619	1	2021-08-18 00:00:00	250
MARIO2GAMING	100154595202922	1	2021-05-08 00:00:00	250
jhombautistaa	104626655071132	1	2021-04-15 00:00:00	250
MinNyoSan47	105241641544855	1	2021-01-18 00:00:00	250
bihariboys2	100952852287998	1	2021-07-21 00:00:00	250
dhgaming20	105528624186826	1	2021-04-13 00:00:00	250
looktao08	322501691707758	1	2021-09-02 00:00:00	250
Lethaogaming	107459738216962	1	2021-08-06 00:00:00	250
Tawelle	102323371846562	1	2021-06-13 00:00:00	250
Coo-Coo-Gaming-107623028246328	107623028246328	1	2021-08-04 00:00:00	250
PloyhotGaming	110744037227685	1	2020-08-19 00:00:00	250
azonegg	572919642818912	1	2021-06-08 00:00:00	250
real106gaming	110762044040961	1	2021-08-08 00:00:00	250
Comunidadbadpotroo	272560443630347	1	2021-07-27 00:00:00	250
Skylar017	382407245737620	1	2021-01-15 00:00:00	250
Lê-Minh-Gamming-100170522349643	100170522349643	1	2021-07-25 00:00:00	250
LeoCaring	524927407903256	1	2020-09-01 00:00:00	250
bulagtaangebak	108563570884369	1	2020-09-07 00:00:00	250
يوميات-الزول-الليبيyaomiat-azool-Ly-103540524795169	103540524795169	1	2021-06-03 00:00:00	250
ArwinsonGaming	100528181663142	1	2021-08-06 00:00:00	250
Kath-100342775339405	100342775339405	1	2021-06-04 00:00:00	250
coinmaster2016M	110763683985457	1	2021-01-07 00:00:00	250
Mỹ-thuật-Việt-Nam-104866865189120	104866865189120	1	2021-07-31 00:00:00	250
Shaybisct	109353253890321	1	2021-02-01 00:00:00	250
Bùi-Dân-Gamming-103331315334460	103331315334460	1	2021-07-21 00:00:00	250
cbnhl	108490444164209	1	2021-08-22 00:00:00	250
TheDaider-104309551673638	104309551673638	1	2021-05-13 00:00:00	250
DanielaCowabunga	101488781524443	1	2020-11-23 00:00:00	250
