channel_name	ids	id_c	max_scanned_at	criteria_by_avg
Creator-live-106002968161597	106002968161597	1	2021-07-24 00:00:00	5000
Cañita-100150232103776	100150232103776	1	2021-06-08 00:00:00	5000
3amorythegamer	104582198207013	1	2021-08-23 00:00:00	5000
VakawitzkiGaming	2329638124029783	1	2020-08-20 00:00:00	5000
MaasterXd	101645918237295	1	2020-12-01 00:00:00	5000
nemogaming554829	100621825402950	1	2021-07-09 00:00:00	5000
opgameplay4u	107463017668390	1	2021-06-01 00:00:00	5000
Sena-PBMC-111371531035960	111371531035960	1	2021-05-09 00:00:00	5000
hahagus1	229361214532465	1	2021-08-03 00:00:00	5000
FacbukGaming	107643984841419	1	2021-08-11 00:00:00	5000
cheapshots.02	111468211170627	1	2021-08-23 00:00:00	5000
thuonggaming2003	100142095603252	1	2021-07-09 00:00:00	5000
nodnylsamagaming	107283868172333	1	2021-08-24 00:00:00	5000
ArlandriaGaming	2332177253462385	1	2021-08-27 00:00:00	5000
OfficialHashAlawi	110944947363707	1	2020-12-11 00:00:00	5000
Munno-Gaming-108796401364735	108796401364735	1	2021-08-07 00:00:00	5000
cesarhulk619	180298812882276	1	2020-09-14 00:00:00	5000
wereverwerooficial	162615077123661	1	2021-09-03 00:00:00	5000
AiltonMendesFPS	105576934543991	1	2021-02-07 00:00:00	5000
NoobG-148767180649175	148767180649175	1	2021-08-07 00:00:00	5000
evillgaming123	460695100766620	1	2021-08-12 00:00:00	5000
Khổng-Hoan-Gamming-101706705526049	101706705526049	1	2021-07-26 00:00:00	5000
Từ-Diệp-Gamming-106558151655164	106558151655164	1	2021-06-29 00:00:00	5000
makabeberaver	100050542926842	1	2021-08-30 00:00:00	5000
PunkishBabyy	1953519271416943	1	2021-04-20 00:00:00	5000
FaresKnightGaming	107722858032899	1	2021-08-06 00:00:00	5000
gilgamingtv	484789001906402	1	2020-10-21 00:00:00	5000
tacazggaming	108920497571485	1	2021-01-08 00:00:00	5000
IKHLASGAMER	209128952544510	1	2020-10-27 00:00:00	5000
RedBullZoneV.2	103981915166208	1	2021-05-30 00:00:00	5000
aneliz.tapia.14	100034865143635	1	2021-05-25 00:00:00	5000
playwithtuberbasss	106660514603096	1	2021-03-09 00:00:00	5000
arnoldproo17	357785401232727	1	2021-01-13 00:00:00	5000
ligaadarna	770211176470501	1	2021-08-29 00:00:00	5000
BOYRUNGG	120921579569621	1	2021-08-03 00:00:00	5000
SuperNinTyler	109384887487970	1	2021-09-05 00:00:00	5000
qarogaming	102540621184764	1	2021-02-26 00:00:00	5000
cungsuryaa	104459687950147	1	2021-07-07 00:00:00	5000
kakashiijm	109699267338647	1	2021-06-06 00:00:00	5000
FireFRandom	107871557217912	1	2021-02-21 00:00:00	5000
gpxdonkeybarbar	100384722057107	1	2021-02-18 00:00:00	5000
MUNNA.PubgMobile	106589504828748	1	2021-09-05 00:00:00	5000
eurotrucksimulator2bdlovers	103909734682100	1	2020-10-18 00:00:00	5000
JobizFF	105599334730404	1	2021-05-28 00:00:00	5000
tosdaa	123387249061127	1	2021-04-24 00:00:00	5000
RichiGaming21	103319201490706	1	2021-08-14 00:00:00	5000
BohklengAceh	367830220472275	1	2021-02-04 00:00:00	5000
AngKaEMEnyo	442435809850604	1	2020-10-01 00:00:00	5000
hitman.tv.jo	100527002234808	1	2021-08-26 00:00:00	5000
Cire-Tv-104658711693696	104658711693696	1	2021-08-27 00:00:00	5000
AnimeLove-2118704421488795	2118704421488795	1	2021-06-29 00:00:00	5000
Majstygamer	102951124641176	1	2021-07-23 00:00:00	5000
freerealyoutubesubs	101712345343586	1	2021-04-17 00:00:00	5000
Đặng-Nhân-Gamming-103357891982829	103357891982829	1	2021-06-29 00:00:00	5000
TheDonatoLatam	113403417093637	1	2020-09-23 00:00:00	5000
titiaoe	284362362234321	1	2020-10-27 00:00:00	5000
xrdloadingg	343358312859525	1	2020-08-21 00:00:00	5000
Liam-101989268822596	101989268822596	1	2021-09-04 00:00:00	5000
SoyLivKaira	431843730609186	1	2021-08-24 00:00:00	5000
BUGOYANDEJTV	121866329341369	1	2020-10-25 00:00:00	5000
voodoogamer111	108004278192550	1	2021-07-01 00:00:00	5000
thaygiaokhanhlienquan	104061154639727	1	2020-11-17 00:00:00	5000
KatingeroPH	102645374779276	1	2021-07-21 00:00:00	5000
kingame0	119230289989995	1	2021-03-07 00:00:00	5000
MU2003Mobile	2342516582649544	1	2021-07-03 00:00:00	5000
Bi-Bio-110481813761849	110481813761849	1	2021-06-11 00:00:00	5000
ChrisDota2	1602739096682464	1	2021-02-08 00:00:00	5000
tule.store	"271000410068257, 858592545"	2	2021-07-18 00:00:00	5000
PubgLibyanGirls	"328954697209087, 100047652544252"	2	2021-02-08 00:00:00	5000
Elizabeth-Shelby-110480881264193	110480881264193	1	2021-07-22 00:00:00	5000
isharmapooja	100044560658568	1	2021-08-05 00:00:00	5000
Turk4Gaming	104036871652595	1	2021-02-03 00:00:00	5000
Rivera-Miller-112838857699802	112838857699802	1	2021-08-05 00:00:00	5000
KenML07	111601163965210	1	2021-06-10 00:00:00	5000
uaeskillsshow	255017894907375	1	2020-11-21 00:00:00	5000
yonelvi.gamer.rd	107742584220460	1	2020-12-12 00:00:00	5000
znickerr	795080964000326	1	2021-08-30 00:00:00	5000
Meiji-Gaming-104091151942790	104091151942790	1	2021-09-03 00:00:00	5000
Mr.livegamer	106478827772904	1	2020-09-17 00:00:00	5000
OculGaming	111957183642849	1	2021-04-25 00:00:00	5000
Yeskaygaming21	100100255659275	1	2021-08-23 00:00:00	5000
totalgamingajjubhai094	104831851346344	1	2020-09-21 00:00:00	5000
mchericoricardo	106187707812014	1	2021-05-07 00:00:00	5000
vengergames	471772459693636	1	2021-07-02 00:00:00	5000
Khương-Chung-Gamming-107166391636885	107166391636885	1	2021-07-31 00:00:00	5000
DYJIBGaming	113759860443014	1	2021-04-28 00:00:00	5000
Robislandi-103394048532237	103394048532237	1	2021-07-17 00:00:00	5000
FocusFNR	103174081840990	1	2021-06-15 00:00:00	5000
Bron2killlive	104602431264373	1	2021-01-25 00:00:00	5000
mayzonlizar	467484457352987	1	2021-01-31 00:00:00	5000
BuriramUnitedEsports	218909848761210	1	2021-05-14 00:00:00	5000
بث-مباشر-JBR-2254168191298295	2254168191298295	1	2021-08-02 00:00:00	5000
NimuVT	105542340866981	1	2021-05-02 00:00:00	5000
skytronYT	104686384865176	1	2021-01-13 00:00:00	5000
Mr.stiven.tc.retransmisiones	104811551594088	1	2021-03-09 00:00:00	5000
CalipaoTV	2155850764663461	1	2020-08-27 00:00:00	5000
TrowerInLive	383545912373159	1	2021-08-26 00:00:00	5000
FreeFireEsportsBR	104287074382789	1	2020-08-29 00:00:00	5000
fadedodesza	105692491160747	1	2021-06-22 00:00:00	5000
dailypostpunjabi	317454018592115	1	2021-02-19 00:00:00	5000
Hà-Hiệp-Gamming-100680285589076	100680285589076	1	2021-07-03 00:00:00	5000
PUSH-Gaming-105637328206145	105637328206145	1	2021-05-09 00:00:00	5000
InfinityTiktokers	105011804460345	1	2021-02-28 00:00:00	5000
SlyTheMiner	372507426817127	1	2021-07-06 00:00:00	5000
bdup24sports	113358426747003	1	2020-08-22 00:00:00	5000
jessssnolimit999	100285901681183	1	2020-08-01 00:00:00	5000
LimaGamesWeek	297246944524034	1	2021-07-23 00:00:00	5000
Gaming-105334045111754	105334045111754	1	2021-06-14 00:00:00	5000
DabsGamingTV	102461614800392	1	2021-02-04 00:00:00	5000
Giả-Băng-Gamming-109213478052660	109213478052660	1	2021-07-21 00:00:00	5000
hamzawi962	100341661822399	1	2021-08-19 00:00:00	5000
Simulaciones-de-Partidos-Pes2021-101585878843773	101585878843773	1	2021-08-30 00:00:00	5000
Emilie-Denver-109654701356066	109654701356066	1	2021-08-03 00:00:00	5000
the.lionss	106742447504456	1	2021-01-01 00:00:00	5000
ChuckyyGamer	423888751535145	1	2020-12-09 00:00:00	5000
BangCupaal	111163747022751	1	2021-06-12 00:00:00	5000
Divine-Gaming-103228051713726	103228051713726	1	2021-08-23 00:00:00	5000
edwinleo182gamer	306619240031004	1	2021-08-30 00:00:00	5000
ActionMoviesb	100064180464573	1	2021-08-28 00:00:00	5000
msuonglqm	"456091478082394, 310985562"	2	2020-11-30 00:00:00	5000
TOTALGamingO93	113001683803016	1	2021-03-13 00:00:00	5000
bobimyou	2386924678025279	1	2021-03-22 00:00:00	5000
S0alagogoGaming	102914994432597	1	2021-07-11 00:00:00	5000
Chicocaradepavo	115604039983149	1	2021-04-08 00:00:00	5000
thegameawards	326361344215235	1	2021-08-25 00:00:00	5000
ZeeGilGaming	621004545414017	1	2021-08-22 00:00:00	5000
descealetra	141130569274551	1	2020-11-30 00:00:00	5000
ChanzGaming08	102693034918813	1	2021-07-19 00:00:00	5000
leechan031	285979175416727	1	2021-02-24 00:00:00	5000
PukiLakaMakaaa	103398994689812	1	2021-05-26 00:00:00	5000
JorgeIsaac115	100441151686915	1	2021-02-28 00:00:00	5000
iamgempakgaming	106454360863951	1	2021-04-28 00:00:00	5000
z9pubg	863148377411107	1	2021-06-30 00:00:00	5000
Mrcricketgaming	101904831988321	1	2021-05-03 00:00:00	5000
aoegunny	564563297352081	1	2020-11-17 00:00:00	5000
bpgacegamingtv	233393277766261	1	2021-01-30 00:00:00	5000
zellendusthd	537765882946714	1	2020-12-31 00:00:00	5000
iambossXi	106859677781364	1	2021-05-22 00:00:00	5000
www.SASO	1136344773205102	1	2021-08-31 00:00:00	5000
ThisIsWarriorsLeague	100507498618074	1	2021-01-01 00:00:00	5000
ClashofClans	447775968580065	1	2021-08-29 00:00:00	5000
SOT.Gamnig	102906855332384	1	2021-06-06 00:00:00	5000
ArcturusGaming011	109353650572681	1	2020-10-13 00:00:00	5000
magicfoodes	112315437261758	1	2021-09-01 00:00:00	5000
suruop	104373094965202	1	2021-07-23 00:00:00	5000
shenlongcn	100336185290659	1	2020-12-12 00:00:00	5000
iraheta.josue.3	100057679173254	1	2021-04-13 00:00:00	5000
4-Minute-Jock-103232615215913	103232615215913	1	2021-09-02 00:00:00	5000
Princess-Zoya-103133982002129	103133982002129	1	2021-06-18 00:00:00	5000
GoD-Spray-111844346954591	111844346954591	1	2021-07-25 00:00:00	5000
jokergamerofficial	125385794536989	1	2021-08-01 00:00:00	5000
MovieFunLife	2660285457530920	1	2020-08-15 00:00:00	5000
VALORANTth	100057450759220	1	2021-06-02 00:00:00	5000
SPOONTv	108985467526421	1	2020-08-11 00:00:00	5000
bobimpopu	2386924678025279	1	2021-02-09 00:00:00	5000
bovidmovii	105245501298457	1	2021-02-22 00:00:00	5000
LỮ-BỐ-Legend-115839290163905	115839290163905	1	2021-06-13 00:00:00	5000
Fio-Olaf-102892048714933	102892048714933	1	2021-08-04 00:00:00	5000
Phi-nguyễn-102131491258728	102131491258728	1	2021-07-21 00:00:00	5000
KidsGamesWonderToys	168857590554264	1	2020-09-28 00:00:00	5000
OuraMobileLegends	111473281214395	1	2021-08-26 00:00:00	5000
akaassassin	1395265450718936	1	2021-01-18 00:00:00	5000
TheDonato11	129904125134681	1	2020-08-11 00:00:00	5000
Beng34bup-107732428211854	107732428211854	1	2021-07-23 00:00:00	5000
tilindota2	104289908056410	1	2021-06-14 00:00:00	5000
SheikhMunna1971	108425120710565	1	2020-12-18 00:00:00	5000
mrtripler4	114626117036902	1	2021-08-02 00:00:00	5000
Anaconda.Palestine	1860345564253923	1	2021-05-15 00:00:00	5000
911SQUADS	105677100943299	1	2020-12-01 00:00:00	5000
TRSIQ	1026358480908815	1	2020-08-14 00:00:00	5000
Kuys.NeB	449837615848289	1	2021-06-03 00:00:00	5000
shenlong1988	531479471007603	1	2021-04-13 00:00:00	5000
stefani.filipova.7	100001419386603	1	2021-02-27 00:00:00	5000
mrTriplerrlive	114626117036902	1	2021-04-30 00:00:00	5000
lyincer	288720898434125	1	2021-05-27 00:00:00	5000
andisXparker	101418724949790	1	2021-08-25 00:00:00	5000
HoundxGamer	101204145000305	1	2021-04-30 00:00:00	5000
ipposenp	1919513371407595	1	2020-09-11 00:00:00	5000
Ghost-Gaming-104402541638155	104402541638155	1	2021-06-03 00:00:00	5000
KOoLtv	1826508870810754	1	2021-06-08 00:00:00	5000
Ninja-film-110102717995656	110102717995656	1	2021-08-20 00:00:00	5000
Cù-Nguyệt-Gamming-100628915594787	100628915594787	1	2021-08-12 00:00:00	5000
1eyegaming	764322257286619	1	2021-07-11 00:00:00	5000
ArvixFG	293728424163715	1	2021-07-28 00:00:00	5000
SuperVegeta.HD	100050658841743	1	2021-05-07 00:00:00	5000
TIDIGAMING1997	101188315425879	1	2021-07-08 00:00:00	5000
mm4v4	112912740625117	1	2021-02-09 00:00:00	5000
418549318766592	100058107855927	1	2021-02-24 00:00:00	5000
Shlonggo	100917008239402	1	2021-04-18 00:00:00	5000
kienhanamlive	103539838420227	1	2021-07-29 00:00:00	5000
Bùi-Liên-Gamming-104333045215869	104333045215869	1	2021-06-29 00:00:00	5000
elpapu8ballpool	400344817187356	1	2021-08-09 00:00:00	5000
viralsebentar	100046818921523	1	2020-09-20 00:00:00	5000
League-of-Gaming-1110823232273201	1110823232273201	1	2021-05-27 00:00:00	5000
sassnsmash	238241187499038	1	2021-05-22 00:00:00	5000
Ông-Giáo-Ếch-100187308973230	100187308973230	1	2021-06-28 00:00:00	5000
aztecadeportes	107780792274	1	2021-05-15 00:00:00	5000
ijramgaming	1895709163993327	1	2021-07-31 00:00:00	5000
lipaogameroficial	229868980514090	1	2021-01-27 00:00:00	5000
MyLe.Clickmedia	106071637864574	1	2021-06-13 00:00:00	5000
MUNDOMURAD	102613607936171	1	2021-01-14 00:00:00	5000
The.Violet.Man	615229028582641	1	2021-06-11 00:00:00	5000
ViralsPhTv	100370115006540	1	2020-08-22 00:00:00	5000
Mad-Max-Gaming-112603291075122	112603291075122	1	2021-08-20 00:00:00	5000
masaenutsgaming	3112493655443418	1	2021-09-03 00:00:00	5000
FB-Gaming-18-108436468113130	108436468113130	1	2021-07-01 00:00:00	5000
blueboygamingph	101364478311884	1	2020-10-10 00:00:00	5000
PubgMobileClan13	2142192765873663	1	2021-02-28 00:00:00	5000
Chadidi-Gamer-102240855372747	102240855372747	1	2021-08-18 00:00:00	5000
akosilonitv	111983947151638	1	2020-08-20 00:00:00	5000
Horanigaming	104500845109517	1	2021-07-24 00:00:00	5000
TechiesSeniorDota2	100044574792212	1	2021-06-27 00:00:00	5000
TdmKhaled	102488087877821	1	2021-07-22 00:00:00	5000
BroNinJaPage	400604854094426	1	2020-09-05 00:00:00	5000
hunter01846	239095367446380	1	2021-06-11 00:00:00	5000
FreeFireTV	"100044593806758, 180072346009097"	2	2021-03-16 00:00:00	5000
247Esports	106477717601351	1	2021-05-13 00:00:00	5000
Tretangame	105630641044054	1	2021-08-07 00:00:00	5000
poojagame007	102297581377947	1	2020-12-09 00:00:00	5000
herogamingmm	314282935865917	1	2021-07-20 00:00:00	5000
Official.RitikaSajdeh	888001937929121	1	2021-03-20 00:00:00	5000
AliOmar-103967895091083	103967895091083	1	2021-05-24 00:00:00	5000
cotuonggiaoluu83	103352718109118	1	2021-02-03 00:00:00	5000
TenshiZz	110276620594257	1	2021-02-07 00:00:00	5000
SargentoMiRey	103853927836324	1	2021-08-11 00:00:00	5000
KMABUALFHDSROUR	108870780819444	1	2021-04-24 00:00:00	5000
Hakawati96	104934014782502	1	2021-06-29 00:00:00	5000
poeiragamesyoutube	100632431476363	1	2021-03-29 00:00:00	5000
AltGeeksReviews	1393600574230650	1	2021-01-13 00:00:00	5000
ghexdeplay	836212763144719	1	2021-09-05 00:00:00	5000
mycahsasaki1998	1884826661745932	1	2021-02-03 00:00:00	5000
michibxbe	101231641766644	1	2021-09-03 00:00:00	5000
MaimunaH-112330107790667	112330107790667	1	2021-07-17 00:00:00	5000
Bao-Loan-373672566389527	373672566389527	1	2021-06-27 00:00:00	5000
DAMJJ.FB	110581913924641	1	2021-07-29 00:00:00	5000
KINGBELOPR	228276894478077	1	2020-09-25 00:00:00	5000
ELKOFNosUneXD	100875491678373	1	2021-01-12 00:00:00	5000
Giao-Khuyên-Gamming-103751481958202	103751481958202	1	2021-07-18 00:00:00	5000
RGamingxx	106704144218504	1	2020-10-03 00:00:00	5000
AttackGamingOfficial	107162021065954	1	2021-02-11 00:00:00	5000
RENEJAY-457904345008841	457904345008841	1	2021-05-22 00:00:00	5000
monicaxero2	102455687848591	1	2021-01-28 00:00:00	5000
GirlsGamingTv	105757344605283	1	2021-09-02 00:00:00	5000
Sm1thyGaming	101330194867043	1	2021-02-09 00:00:00	5000
daisymartinez72	100044225584273	1	2021-08-05 00:00:00	5000
TheNino-Oficial-107262431152201	100059622788386	1	2021-05-24 00:00:00	5000
TAXEFChaneL	104985257678678	1	2020-12-18 00:00:00	5000
RaflySyamsul94	108583817207894	1	2020-11-26 00:00:00	5000
Khổng-Lợi-Gamming-104152721943399	104152721943399	1	2021-07-28 00:00:00	5000
112091030157648	100052093934118	1	2020-10-28 00:00:00	5000
Page-này-tạo-ra-chỉ-để-đi-comment-dạo-101101401856447	101101401856447	1	2021-06-05 00:00:00	5000
ichiTVpro	2103234363327304	1	2021-06-29 00:00:00	5000
Li_1996-334835397146582	334835397146582	1	2021-06-10 00:00:00	5000
rdgamesretro	113451753732251	1	2020-08-23 00:00:00	5000
Hermantomovii-105650558195034	105650558195034	1	2021-06-03 00:00:00	5000
DangerGamingofficialin	112261037172942	1	2021-06-14 00:00:00	5000
GameplayLivee	104005435208791	1	2021-06-22 00:00:00	5000
FansBaseMarshaNoMercy	110158053964082	1	2020-10-21 00:00:00	5000
kuramadz2020	1435695403201941	1	2021-05-26 00:00:00	5000
rdxgamingoficial	102433618274550	1	2021-07-31 00:00:00	5000
Chu-Bạch-Gamming-104989565149316	104989565149316	1	2021-07-11 00:00:00	5000
cotuonggianghohaokiet	103921218091970	1	2020-09-23 00:00:00	5000
Born2KilllFreeFire	101657418574649	1	2021-06-28 00:00:00	5000
boomsniper.live52	105664147746882	1	2020-09-30 00:00:00	5000
giahanlq	107488024902312	1	2021-09-01 00:00:00	5000
abiyagaming	104504984844049	1	2021-08-12 00:00:00	5000
TheFinalArcade	105745307889431	1	2021-09-01 00:00:00	5000
KingGothalion	104298331337752	1	2021-06-25 00:00:00	5000
Hri-101658008222717	101658008222717	1	2021-06-16 00:00:00	5000
cumbia3madrid	1399192440303276	1	2021-05-27 00:00:00	5000
Pod-Hitech-101361258270705	101361258270705	1	2021-07-18 00:00:00	5000
Y11Gaming	100621098149467	1	2021-05-12 00:00:00	5000
ElMasterJavi	115051910350773	1	2021-07-23 00:00:00	5000
Spectregamer1	114704803569614	1	2021-09-05 00:00:00	5000
dynamogamingpubgm	454430945335033	1	2021-08-16 00:00:00	5000
suhendramuh	1078781292321909	1	2021-07-20 00:00:00	5000
Gêm-minh-Ti-Vi-109817367987397	109817367987397	1	2021-07-15 00:00:00	5000
bartsGTAV	102307554760798	1	2021-07-21 00:00:00	5000
saftazz	237270483617345	1	2021-09-04 00:00:00	5000
Batman11225	102699334422681	1	2021-06-19 00:00:00	5000
f0reverpb	1406804202868932	1	2021-08-29 00:00:00	5000
OpussGaming	447186145355080	1	2021-08-23 00:00:00	5000
HelcurtTV	472788163455564	1	2021-08-22 00:00:00	5000
Giáp-Hồng-Gamming-101366578867580	101366578867580	1	2021-07-18 00:00:00	5000
MPLREALLIVE	101745111970767	1	2021-03-28 00:00:00	5000
Dorothy-Rick-111539194498302	111539194498302	1	2021-07-31 00:00:00	5000
tieunhinhiii	110696114579372	1	2021-07-01 00:00:00	5000
ToyotaIndia	149086491791200	1	2020-09-26 00:00:00	5000
Eclipsauwu	100180231742178	1	2021-03-26 00:00:00	5000
Filmblue18	100066617138109	1	2021-08-11 00:00:00	5000
Cù-Băng-Gamming-109090134731624	109090134731624	1	2021-07-07 00:00:00	5000
Watch24h.Insider	100051990286398	1	2021-08-09 00:00:00	5000
Yıldırım-Gaming-105606964727254	105606964727254	1	2021-09-01 00:00:00	5000
Umairboss90	371963939523275	1	2020-10-19 00:00:00	5000
Bukn0y-107285728094184	107285728094184	1	2021-05-19 00:00:00	5000
FBzorogaming	116015167398166	1	2021-08-25 00:00:00	5000
Patchiigaming	109455164052439	1	2021-02-13 00:00:00	5000
Rexzilla-100103854757663	100052765274608	1	2021-06-17 00:00:00	5000
TWDTheWhiteDeath	113832720799545	1	2021-07-31 00:00:00	5000
BrewGaming1	108584077201135	1	2021-03-24 00:00:00	5000
SubZeroGamerOficial	376506172531130	1	2021-06-26 00:00:00	5000
loovedoll	260901397751666	1	2021-02-21 00:00:00	5000
SupperTV203	311736382854762	1	2021-08-02 00:00:00	5000
onic.ph	110389440328250	1	2021-04-12 00:00:00	5000
Pull-Jonat-100912568922167	100912568922167	1	2021-08-15 00:00:00	5000
Mke1991omlet	103172061645413	1	2021-06-22 00:00:00	5000
Chợ-Sỉ-Giày-Dép-Quảng-Châu-Không-Qua-Trung-Gian-108625947320338	108625947320338	1	2021-06-18 00:00:00	5000
budianjay123	101659404772086	1	2020-09-16 00:00:00	5000
official.tmetimi	103564407883064	1	2021-08-10 00:00:00	5000
Smithyygaming	101922008139989	1	2021-01-26 00:00:00	5000
Yumibb8888	"100044334674208, 294770854057858"	2	2021-09-05 00:00:00	5000
ajhubhai94islive	104258604810062	1	2021-02-13 00:00:00	5000
FbLiveTacTS	108234757777611	1	2021-06-22 00:00:00	5000
flancogames	101536078446958	1	2021-07-15 00:00:00	5000
premierleague	220832481274508	1	2021-03-26 00:00:00	5000
Ctandunn	100063555551498	1	2021-08-05 00:00:00	5000
Ajju-bhai-104318688415454	104318688415454	1	2021-07-03 00:00:00	5000
suzzysaur	1601144000153081	1	2021-08-29 00:00:00	5000
Deathlygaming	115043020350147	1	2021-08-24 00:00:00	5000
iBellacax	101688651881241	1	2021-03-16 00:00:00	5000
ShadowYT12	104137621788515	1	2021-06-21 00:00:00	5000
juv007	2244225995804699	1	2021-04-20 00:00:00	5000
T34RGAMING	"378328186288259, 100052398161068"	2	2021-07-12 00:00:00	5000
JPradooo	106689084807780	1	2021-05-21 00:00:00	5000
SNS-David-102630435353980	102630435353980	1	2021-07-25 00:00:00	5000
Ngọc-anh-tv-1682643721980856	1682643721980856	1	2021-08-31 00:00:00	5000
VannyaLYoutube	1002795703144956	1	2021-08-26 00:00:00	5000
Kiều-Hải-Gamming-104961908485016	104961908485016	1	2021-07-24 00:00:00	5000
Khổng-Nhàn-Gamming-100764628913664	100764628913664	1	2021-07-14 00:00:00	5000
jennmurieltv	107963531084289	1	2021-08-27 00:00:00	5000
escaucano	453873081829296	1	2021-05-28 00:00:00	5000
cammovii	106047341359435	1	2021-01-24 00:00:00	5000
NishGang2.0	105348704429349	1	2021-06-06 00:00:00	5000
iamrafmendoza	635566150210273	1	2020-08-25 00:00:00	5000
Mẹo-Vặt-Trong-Tay-1135560629949230	1135560629949230	1	2021-07-07 00:00:00	5000
JavierNeon2020	112481280476216	1	2021-05-14 00:00:00	5000
jwicktv	107364377691033	1	2020-08-22 00:00:00	5000
Jarvhie	111734510316932	1	2021-07-31 00:00:00	5000
Cphergamingop	501621873370961	1	2021-07-16 00:00:00	5000
Jc2-109120428123623	109120428123623	1	2021-08-14 00:00:00	5000
idnesport	104164438023672	1	2020-08-09 00:00:00	5000
inachetex	103837611765009	1	2021-02-28 00:00:00	5000
Godoya168	100067412610206	1	2021-08-03 00:00:00	5000
Sayno82	100067537809951	1	2021-08-24 00:00:00	5000
BuoiGaming.98	786153721579681	1	2021-05-30 00:00:00	5000
Gaming-Maniac-100515398559953	100515398559953	1	2021-06-22 00:00:00	5000
Pelle981	103904351378270	1	2021-04-08 00:00:00	5000
Kimbra-Shizuko-111170391197318	111170391197318	1	2021-07-25 00:00:00	5000
GG-Gaming-109217884634876	109217884634876	1	2021-08-22 00:00:00	5000
BishopTeamGamers	112102103870324	1	2021-05-10 00:00:00	5000
donato.ytt	101944784943003	1	2020-09-22 00:00:00	5000
mrtriplerlivepage	114626117036902	1	2021-07-19 00:00:00	5000
MedricitoTV	"100044530865374, 893151977491856"	2	2021-09-05 00:00:00	5000
MELOVEMW	102468068090065	1	2021-07-07 00:00:00	5000
spideypetro93	100470771766193	1	2021-02-01 00:00:00	5000
GAmE-ZonE-ALPHA-101655224922919	101655224922919	1	2021-06-07 00:00:00	5000
Budinihhboss	102525108303509	1	2020-12-09 00:00:00	5000
Pнσηg-Càү-Tнυê-Lιêη-Qυâη-105474018342993	105474018342993	1	2021-07-16 00:00:00	5000
dotathetoo	108451524108262	1	2021-01-30 00:00:00	5000
alvflamehazegaming	485754832160378	1	2021-08-29 00:00:00	5000
DiauGames	100387994876948	1	2021-09-04 00:00:00	5000
videogamingtown	101239354931632	1	2021-07-25 00:00:00	5000
esogaming0	1698877106844549	1	2021-01-12 00:00:00	5000
kampee111416	110461530463010	1	2021-01-10 00:00:00	5000
TasKafaYT	"100044254352744, 1120659994772736"	2	2021-01-13 00:00:00	5000
WAGBACGAUATM	102124068093905	1	2021-06-15 00:00:00	5000
anilcagk	111440343896501	1	2021-03-07 00:00:00	5000
Royal-gaming-110599400845829	110599400845829	1	2021-07-10 00:00:00	5000
markJimenez8bp	1362575567087116	1	2021-03-01 00:00:00	5000
fc.khoimy	149461478419983	1	2021-06-30 00:00:00	5000
Saw1pubg	387400291810182	1	2021-08-17 00:00:00	5000
Jams-Gaming-103705648058262	103705648058262	1	2021-06-11 00:00:00	5000
RickyRivaldy99	407976363306212	1	2021-08-29 00:00:00	5000
kislapgaming	112187854286003	1	2021-09-05 00:00:00	5000
aml.haleeem	100880305300150	1	2021-06-25 00:00:00	5000
Bọ-TV-103530745287071	103530745287071	1	2021-07-16 00:00:00	5000
Polanchon	104039304378567	1	2020-11-13 00:00:00	5000
NightShop-103240568239530	103240568239530	1	2021-06-30 00:00:00	5000
dichchuyentv	100029145625025	1	2021-03-28 00:00:00	5000
101909685195600	100063914251527	1	2021-05-06 00:00:00	5000
แม่น้ำหนึ่ง-88-102783295423835	102783295423835	1	2021-07-14 00:00:00	5000
BOSALEM2	114079730285806	1	2021-05-28 00:00:00	5000
Agustinputwiwulandari	1541679275963465	1	2021-07-29 00:00:00	5000
worldgaminglongplays	270026130551634	1	2021-06-08 00:00:00	5000
Hahatdog-105559820985381	105559820985381	1	2021-08-01 00:00:00	5000
Hạ-Dân-Gamming-107087821619453	107087821619453	1	2021-07-29 00:00:00	5000
RafonixOfficialFanPage	580343705450979	1	2021-06-30 00:00:00	5000
repogamess	102171744917086	1	2021-03-17 00:00:00	5000
bydarwinvera	1718395958411008	1	2021-08-23 00:00:00	5000
hamadaninja	237341767040517	1	2021-02-02 00:00:00	5000
Ân-GR-110124067784842	110124067784842	1	2021-06-03 00:00:00	5000
Shkoonn	110976667170562	1	2021-08-14 00:00:00	5000
LarvaGaming090806	106947474423758	1	2020-12-10 00:00:00	5000
Giao-Hoan-Gamming-103333645360143	103333645360143	1	2021-08-05 00:00:00	5000
Funny-Jokes-100349131925502	100349131925502	1	2021-05-18 00:00:00	5000
hquynh1602	"727306850983019, 1384045675"	2	2021-02-04 00:00:00	5000
DiemLien.Clickmedia	112232350572942	1	2021-06-05 00:00:00	5000
Điền-Hiền-Gamming-100937115604514	100937115604514	1	2021-07-31 00:00:00	5000
Aboelmodgaming	1793316390778134	1	2021-05-12 00:00:00	5000
FightMikasaTH	1364766670302772	1	2021-01-27 00:00:00	5000
4Desports2	1708733709405237	1	2021-06-04 00:00:00	5000
Gorilla107	100163691646263	1	2021-08-24 00:00:00	5000
LOBOMODSBR	111198627073949	1	2020-09-01 00:00:00	5000
awwwsweetu	1736438303316659	1	2021-08-06 00:00:00	5000
